Date,Open,High,Low,Close*,Adj Close**,Volume
1-Dec-22,"4,087.14","4,100.51","4,050.87","4,076.57","4,076.57","4,527,130,000"
30-Nov-22,"3,957.18","4,080.11","3,938.58","4,080.11","4,080.11","6,579,360,000"
29-Nov-22,"3,964.19","3,976.77","3,937.65","3,957.63","3,957.63","3,546,040,000"
28-Nov-22,"4,005.36","4,012.27","3,955.77","3,963.94","3,963.94","3,615,430,000"
25-Nov-22,"4,023.34","4,034.02","4,020.76","4,026.12","4,026.12","1,706,460,000"
23-Nov-22,"4,000.30","4,033.78","3,998.66","4,027.26","4,027.26","3,279,720,000"
22-Nov-22,"3,965.51","4,005.88","3,956.88","4,003.58","4,003.58","3,887,990,000"
21-Nov-22,"3,956.23","3,962.00","3,933.34","3,949.94","3,949.94","3,850,690,000"
18-Nov-22,"3,966.39","3,979.89","3,935.98","3,965.34","3,965.34","4,037,360,000"
17-Nov-22,"3,919.26","3,954.33","3,906.54","3,946.56","3,946.56","4,051,780,000"
16-Nov-22,"3,976.82","3,983.09","3,954.34","3,958.79","3,958.79","4,165,320,000"
15-Nov-22,"4,006.41","4,028.84","3,953.17","3,991.73","3,991.73","5,015,310,000"
14-Nov-22,"3,977.97","4,008.97","3,956.40","3,957.25","3,957.25","4,561,930,000"
11-Nov-22,"3,963.72","4,001.48","3,944.82","3,992.93","3,992.93","5,593,310,000"
10-Nov-22,"3,859.89","3,958.33","3,859.89","3,956.37","3,956.37","5,781,260,000"
9-Nov-22,"3,810.94","3,818.20","3,744.22","3,748.57","3,748.57","4,645,010,000"
8-Nov-22,"3,817.02","3,859.40","3,786.28","3,828.11","3,828.11","4,607,640,000"
7-Nov-22,"3,780.71","3,813.95","3,764.70","3,806.80","3,806.80","4,341,620,000"
4-Nov-22,"3,766.98","3,796.34","3,708.84","3,770.55","3,770.55","5,400,180,000"
3-Nov-22,"3,733.25","3,750.59","3,698.15","3,719.89","3,719.89","4,625,290,000"
2-Nov-22,"3,852.90","3,894.44","3,758.68","3,759.69","3,759.69","4,899,000,000"
1-Nov-22,"3,901.79","3,911.79","3,843.80","3,856.10","3,856.10","4,481,210,000"
31-Oct-22,"3,881.85","3,893.73","3,863.18","3,871.98","3,871.98","4,820,620,000"
28-Oct-22,"3,808.26","3,905.42","3,808.26","3,901.06","3,901.06","4,459,410,000"
27-Oct-22,"3,834.69","3,859.95","3,803.79","3,807.30","3,807.30","4,687,320,000"
26-Oct-22,"3,825.97","3,886.15","3,824.07","3,830.60","3,830.60","4,817,310,000"
25-Oct-22,"3,799.44","3,862.85","3,799.44","3,859.11","3,859.11","4,843,120,000"
24-Oct-22,"3,762.01","3,810.74","3,741.65","3,797.34","3,797.34","4,747,930,000"
21-Oct-22,"3,657.10","3,757.89","3,647.42","3,752.75","3,752.75","5,078,020,000"
20-Oct-22,"3,689.05","3,736.00","3,656.44","3,665.78","3,665.78","4,496,620,000"
19-Oct-22,"3,703.11","3,728.58","3,666.51","3,695.16","3,695.16","4,223,800,000"
18-Oct-22,"3,746.26","3,762.79","3,686.53","3,719.98","3,719.98","4,483,740,000"
17-Oct-22,"3,638.65","3,689.73","3,638.65","3,677.95","3,677.95","4,352,780,000"
14-Oct-22,"3,690.41","3,712.00","3,579.68","3,583.07","3,583.07","4,243,030,000"
13-Oct-22,"3,520.37","3,685.41","3,491.58","3,669.91","3,669.91","5,021,680,000"
12-Oct-22,"3,590.83","3,608.34","3,573.86","3,577.03","3,577.03","4,006,830,000"
11-Oct-22,"3,595.86","3,640.66","3,568.45","3,588.84","3,588.84","4,759,030,000"
10-Oct-22,"3,647.51","3,652.17","3,588.10","3,612.39","3,612.39","3,834,320,000"
7-Oct-22,"3,706.74","3,706.74","3,620.73","3,639.66","3,639.66","4,449,660,000"
6-Oct-22,"3,771.97","3,797.93","3,739.22","3,744.52","3,744.52","4,252,100,000"
5-Oct-22,"3,753.25","3,806.91","3,722.66","3,783.28","3,783.28","4,293,180,000"
4-Oct-22,"3,726.46","3,791.92","3,726.46","3,790.93","3,790.93","5,146,580,000"
3-Oct-22,"3,609.78","3,698.35","3,604.93","3,678.43","3,678.43","4,806,680,000"
30-Sep-22,"3,633.48","3,671.44","3,584.13","3,585.62","3,585.62","5,645,360,000"
29-Sep-22,"3,687.01","3,687.01","3,610.40","3,640.47","3,640.47","4,681,810,000"
28-Sep-22,"3,651.94","3,736.74","3,640.61","3,719.04","3,719.04","4,684,850,000"
27-Sep-22,"3,686.44","3,717.53","3,623.29","3,647.29","3,647.29","4,577,740,000"
26-Sep-22,"3,682.72","3,715.67","3,644.76","3,655.04","3,655.04","4,886,140,000"
23-Sep-22,"3,727.14","3,727.14","3,647.47","3,693.23","3,693.23","5,144,270,000"
22-Sep-22,"3,782.36","3,790.90","3,749.45","3,757.99","3,757.99","4,284,600,000"
21-Sep-22,"3,871.40","3,907.07","3,789.49","3,789.93","3,789.93","4,078,330,000"
20-Sep-22,"3,875.23","3,876.01","3,827.54","3,855.93","3,855.93","4,058,050,000"
19-Sep-22,"3,849.91","3,900.45","3,838.50","3,899.89","3,899.89","3,766,850,000"
16-Sep-22,"3,880.95","3,880.95","3,837.08","3,873.33","3,873.33","7,954,650,000"
15-Sep-22,"3,932.41","3,959.14","3,888.28","3,901.35","3,901.35","4,441,830,000"
14-Sep-22,"3,940.73","3,961.94","3,912.18","3,946.01","3,946.01","4,293,240,000"
13-Sep-22,"4,037.12","4,037.12","3,921.28","3,932.69","3,932.69","4,224,550,000"
12-Sep-22,"4,083.67","4,119.28","4,083.67","4,110.41","4,110.41","3,814,200,000"
9-Sep-22,"4,022.94","4,076.81","4,022.94","4,067.36","4,067.36","3,901,940,000"
8-Sep-22,"3,959.94","4,010.50","3,944.81","4,006.18","4,006.18","3,966,850,000"
7-Sep-22,"3,909.43","3,987.89","3,906.03","3,979.87","3,979.87","3,890,320,000"
6-Sep-22,"3,930.89","3,942.55","3,886.75","3,908.19","3,908.19","4,127,340,000"
2-Sep-22,"3,994.66","4,018.43","3,906.21","3,924.26","3,924.26","3,665,850,000"
1-Sep-22,"3,936.73","3,970.23","3,903.65","3,966.85","3,966.85","4,152,250,000"
31-Aug-22,"4,000.67","4,015.37","3,954.53","3,955.00","3,955.00","4,542,490,000"
30-Aug-22,"4,041.25","4,044.98","3,965.21","3,986.16","3,986.16","3,835,860,000"
29-Aug-22,"4,034.58","4,062.99","4,017.42","4,030.61","4,030.61","3,396,510,000"
26-Aug-22,"4,198.74","4,203.04","4,057.66","4,057.66","4,057.66","3,832,750,000"
25-Aug-22,"4,153.26","4,200.54","4,147.59","4,199.12","4,199.12","3,566,870,000"
24-Aug-22,"4,126.55","4,156.56","4,119.97","4,140.77","4,140.77","3,583,630,000"
23-Aug-22,"4,133.09","4,159.77","4,124.03","4,128.73","4,128.73","3,823,520,000"
22-Aug-22,"4,195.08","4,195.08","4,129.86","4,137.99","4,137.99","3,907,430,000"
19-Aug-22,"4,266.31","4,266.31","4,218.70","4,228.48","4,228.48","3,761,340,000"
18-Aug-22,"4,273.13","4,292.53","4,261.98","4,283.74","4,283.74","3,340,330,000"
17-Aug-22,"4,280.40","4,302.18","4,253.08","4,274.04","4,274.04","3,885,030,000"
16-Aug-22,"4,290.46","4,325.28","4,277.77","4,305.20","4,305.20","4,329,820,000"
15-Aug-22,"4,269.37","4,301.79","4,256.90","4,297.14","4,297.14","3,696,830,000"
12-Aug-22,"4,225.02","4,280.47","4,219.78","4,280.15","4,280.15","3,788,010,000"
11-Aug-22,"4,227.40","4,257.91","4,201.41","4,207.27","4,207.27","4,630,200,000"
10-Aug-22,"4,181.02","4,211.03","4,177.26","4,210.24","4,210.24","4,546,010,000"
9-Aug-22,"4,133.11","4,137.30","4,112.09","4,122.47","4,122.47","3,913,090,000"
8-Aug-22,"4,155.93","4,186.62","4,128.97","4,140.06","4,140.06","4,221,090,000"
5-Aug-22,"4,115.87","4,151.58","4,107.31","4,145.19","4,145.19","4,085,940,000"
4-Aug-22,"4,154.85","4,161.29","4,135.42","4,151.94","4,151.94","4,283,320,000"
3-Aug-22,"4,107.96","4,167.66","4,107.96","4,155.17","4,155.17","4,351,760,000"
2-Aug-22,"4,104.21","4,140.47","4,079.81","4,091.19","4,091.19","4,727,710,000"
1-Aug-22,"4,112.38","4,144.95","4,096.02","4,118.63","4,118.63","4,202,810,000"
29-Jul-22,"4,087.33","4,140.15","4,079.22","4,130.29","4,130.29","4,616,360,000"
28-Jul-22,"4,026.13","4,078.95","3,992.97","4,072.43","4,072.43","4,413,000,000"
27-Jul-22,"3,951.43","4,039.56","3,951.43","4,023.61","4,023.61","4,112,180,000"
26-Jul-22,"3,953.22","3,953.22","3,910.74","3,921.05","3,921.05","3,778,950,000"
25-Jul-22,"3,965.72","3,975.30","3,943.46","3,966.84","3,966.84","3,568,340,000"
22-Jul-22,"3,998.43","4,012.44","3,938.86","3,961.63","3,961.63","3,979,240,000"
21-Jul-22,"3,955.47","3,999.29","3,927.64","3,998.95","3,998.95","4,132,790,000"
20-Jul-22,"3,935.32","3,974.13","3,922.03","3,959.90","3,959.90","4,185,300,000"
19-Jul-22,"3,860.73","3,939.81","3,860.73","3,936.69","3,936.69","4,041,070,000"
18-Jul-22,"3,883.79","3,902.44","3,818.63","3,830.85","3,830.85","4,046,870,000"
15-Jul-22,"3,818.00","3,863.62","3,817.18","3,863.16","3,863.16","4,143,800,000"
14-Jul-22,"3,763.99","3,796.41","3,721.56","3,790.38","3,790.38","4,199,690,000"
13-Jul-22,"3,779.67","3,829.44","3,759.07","3,801.78","3,801.78","4,109,390,000"
12-Jul-22,"3,851.95","3,873.41","3,802.36","3,818.80","3,818.80","3,817,210,000"
11-Jul-22,"3,880.94","3,880.94","3,847.22","3,854.43","3,854.43","3,423,480,000"
8-Jul-22,"3,888.26","3,918.50","3,869.34","3,899.38","3,899.38","3,521,620,000"
7-Jul-22,"3,858.85","3,910.63","3,858.85","3,902.62","3,902.62","4,057,770,000"
6-Jul-22,"3,831.98","3,870.91","3,809.37","3,845.08","3,845.08","4,417,720,000"
5-Jul-22,"3,792.61","3,832.19","3,742.06","3,831.39","3,831.39","5,076,590,000"
1-Jul-22,"3,781.00","3,829.82","3,752.10","3,825.33","3,825.33","4,046,950,000"
30-Jun-22,"3,785.99","3,818.99","3,738.67","3,785.38","3,785.38","4,840,070,000"
29-Jun-22,"3,825.09","3,836.50","3,799.02","3,818.83","3,818.83","4,211,240,000"
28-Jun-22,"3,913.00","3,945.86","3,820.14","3,821.55","3,821.55","4,270,120,000"
27-Jun-22,"3,920.76","3,927.72","3,889.66","3,900.11","3,900.11","4,325,310,000"
24-Jun-22,"3,821.75","3,913.65","3,821.75","3,911.74","3,911.74","8,120,260,000"
23-Jun-22,"3,774.71","3,802.58","3,743.52","3,795.73","3,795.73","5,098,640,000"
22-Jun-22,"3,733.89","3,801.79","3,717.69","3,759.89","3,759.89","5,058,990,000"
21-Jun-22,"3,715.31","3,779.65","3,715.31","3,764.79","3,764.79","5,292,260,000"
17-Jun-22,"3,665.90","3,707.71","3,636.87","3,674.84","3,674.84","8,520,740,000"
16-Jun-22,"3,728.18","3,728.18","3,639.77","3,666.77","3,666.77","5,644,930,000"
15-Jun-22,"3,764.05","3,837.56","3,722.30","3,789.99","3,789.99","5,530,480,000"
14-Jun-22,"3,763.52","3,778.18","3,705.68","3,735.48","3,735.48","5,153,890,000"
13-Jun-22,"3,838.15","3,838.15","3,734.30","3,749.63","3,749.63","5,636,890,000"
10-Jun-22,"3,974.39","3,974.39","3,900.16","3,900.86","3,900.86","4,889,640,000"
9-Jun-22,"4,101.65","4,119.10","4,017.17","4,017.82","4,017.82","4,134,170,000"
8-Jun-22,"4,147.12","4,160.14","4,107.20","4,115.77","4,115.77","4,159,470,000"
7-Jun-22,"4,096.47","4,164.86","4,080.19","4,160.68","4,160.68","4,248,210,000"
6-Jun-22,"4,134.72","4,168.78","4,109.18","4,121.43","4,121.43","4,332,700,000"
3-Jun-22,"4,137.57","4,142.67","4,098.67","4,108.54","4,108.54","3,711,110,000"
2-Jun-22,"4,095.41","4,177.51","4,074.37","4,176.82","4,176.82","4,405,790,000"
1-Jun-22,"4,149.78","4,166.54","4,073.85","4,101.23","4,101.23","4,531,800,000"
31-May-22,"4,151.09","4,168.34","4,104.88","4,132.15","4,132.15","6,822,640,000"
27-May-22,"4,077.43","4,158.49","4,077.43","4,158.24","4,158.24","4,375,620,000"
26-May-22,"3,984.60","4,075.14","3,984.60","4,057.84","4,057.84","4,709,970,000"
25-May-22,"3,929.59","3,999.33","3,925.03","3,978.73","3,978.73","4,802,560,000"
24-May-22,"3,942.94","3,955.68","3,875.13","3,941.48","3,941.48","4,923,190,000"
23-May-22,"3,919.42","3,981.88","3,909.04","3,973.75","3,973.75","4,420,030,000"
20-May-22,"3,927.76","3,943.42","3,810.32","3,901.36","3,901.36","5,130,730,000"
19-May-22,"3,899.00","3,945.96","3,876.58","3,900.79","3,900.79","5,113,550,000"
18-May-22,"4,051.98","4,051.98","3,911.91","3,923.68","3,923.68","5,103,220,000"
17-May-22,"4,052.00","4,090.72","4,033.93","4,088.85","4,088.85","4,841,410,000"
16-May-22,"4,013.02","4,046.46","3,983.99","4,008.01","4,008.01","4,415,030,000"
13-May-22,"3,963.90","4,038.88","3,963.90","4,023.89","4,023.89","5,183,340,000"
12-May-22,"3,903.95","3,964.80","3,858.87","3,930.08","3,930.08","6,286,450,000"
11-May-22,"3,990.08","4,049.09","3,928.82","3,935.18","3,935.18","5,816,140,000"
10-May-22,"4,035.18","4,068.82","3,958.17","4,001.05","4,001.05","5,885,820,000"
9-May-22,"4,081.27","4,081.27","3,975.48","3,991.24","3,991.24","5,954,520,000"
6-May-22,"4,128.17","4,157.69","4,067.91","4,123.34","4,123.34","5,116,940,000"
5-May-22,"4,270.43","4,270.43","4,106.01","4,146.87","4,146.87","5,077,030,000"
4-May-22,"4,181.18","4,307.66","4,148.91","4,300.17","4,300.17","5,136,360,000"
3-May-22,"4,159.78","4,200.10","4,147.08","4,175.48","4,175.48","4,582,050,000"
2-May-22,"4,130.61","4,169.81","4,062.51","4,155.38","4,155.38","5,163,790,000"
29-Apr-22,"4,253.75","4,269.68","4,124.28","4,131.93","4,131.93","5,084,030,000"
28-Apr-22,"4,222.58","4,308.45","4,188.63","4,287.50","4,287.50","4,854,180,000"
27-Apr-22,"4,186.52","4,240.71","4,162.90","4,183.96","4,183.96","4,769,680,000"
26-Apr-22,"4,278.14","4,278.14","4,175.04","4,175.20","4,175.20","4,689,970,000"
25-Apr-22,"4,255.34","4,299.02","4,200.82","4,296.12","4,296.12","5,240,040,000"
22-Apr-22,"4,385.83","4,385.83","4,267.62","4,271.78","4,271.78","4,651,940,000"
21-Apr-22,"4,489.17","4,512.94","4,384.47","4,393.66","4,393.66","4,636,890,000"
20-Apr-22,"4,472.26","4,488.29","4,448.76","4,459.45","4,459.45","4,290,450,000"
19-Apr-22,"4,390.63","4,471.03","4,390.63","4,462.21","4,462.21","4,108,120,000"
18-Apr-22,"4,385.63","4,410.31","4,370.30","4,391.69","4,391.69","3,910,490,000"
14-Apr-22,"4,449.12","4,460.46","4,390.77","4,392.59","4,392.59","4,083,090,000"
13-Apr-22,"4,394.30","4,453.92","4,392.70","4,446.59","4,446.59","3,828,150,000"
12-Apr-22,"4,437.59","4,471.00","4,381.34","4,397.45","4,397.45","4,152,090,000"
11-Apr-22,"4,462.64","4,464.35","4,408.38","4,412.53","4,412.53","4,266,290,000"
8-Apr-22,"4,494.15","4,520.41","4,474.60","4,488.28","4,488.28","4,083,200,000"
7-Apr-22,"4,474.65","4,521.16","4,450.30","4,500.21","4,500.21","4,821,490,000"
6-Apr-22,"4,494.17","4,503.94","4,450.04","4,481.15","4,481.15","4,986,830,000"
5-Apr-22,"4,572.45","4,593.45","4,514.17","4,525.12","4,525.12","4,800,620,000"
4-Apr-22,"4,547.97","4,583.50","4,539.21","4,582.64","4,582.64","4,547,350,000"
1-Apr-22,"4,540.32","4,548.70","4,507.57","4,545.86","4,545.86","4,562,940,000"
31-Mar-22,"4,599.02","4,603.07","4,530.41","4,530.41","4,530.41","4,823,020,000"
30-Mar-22,"4,624.20","4,627.77","4,581.32","4,602.45","4,602.45","4,385,570,000"
29-Mar-22,"4,602.86","4,637.30","4,589.66","4,631.60","4,631.60","5,085,910,000"
28-Mar-22,"4,541.09","4,575.65","4,517.69","4,575.52","4,575.52","4,312,260,000"
25-Mar-22,"4,522.91","4,546.03","4,501.07","4,543.06","4,543.06","4,305,020,000"
24-Mar-22,"4,469.98","4,520.58","4,465.17","4,520.16","4,520.16","4,131,390,000"
23-Mar-22,"4,493.10","4,501.07","4,455.81","4,456.24","4,456.24","4,550,670,000"
22-Mar-22,"4,469.10","4,522.00","4,469.10","4,511.61","4,511.61","4,754,840,000"
21-Mar-22,"4,462.40","4,481.75","4,424.30","4,461.18","4,461.18","4,869,820,000"
18-Mar-22,"4,407.34","4,465.40","4,390.57","4,463.12","4,463.12","8,278,430,000"
17-Mar-22,"4,345.11","4,412.67","4,335.65","4,411.67","4,411.67","4,985,090,000"
16-Mar-22,"4,288.14","4,358.90","4,251.99","4,357.86","4,357.86","6,309,750,000"
15-Mar-22,"4,188.82","4,271.05","4,187.90","4,262.45","4,262.45","5,392,470,000"
14-Mar-22,"4,202.75","4,247.57","4,161.72","4,173.11","4,173.11","5,574,920,000"
11-Mar-22,"4,279.50","4,291.01","4,200.49","4,204.31","4,204.31","4,938,640,000"
10-Mar-22,"4,252.55","4,268.28","4,209.80","4,259.52","4,259.52","4,980,830,000"
9-Mar-22,"4,223.10","4,299.40","4,223.10","4,277.88","4,277.88","5,662,670,000"
8-Mar-22,"4,202.66","4,276.94","4,157.87","4,170.70","4,170.70","7,243,120,000"
7-Mar-22,"4,327.01","4,327.01","4,199.85","4,201.09","4,201.09","6,940,470,000"
4-Mar-22,"4,342.12","4,342.12","4,284.98","4,328.87","4,328.87","5,797,380,000"
3-Mar-22,"4,401.31","4,416.78","4,345.56","4,363.49","4,363.49","5,039,890,000"
2-Mar-22,"4,322.56","4,401.48","4,322.56","4,386.54","4,386.54","5,337,870,000"
1-Mar-22,"4,363.14","4,378.45","4,279.54","4,306.26","4,306.26","5,846,230,000"
28-Feb-22,"4,354.17","4,388.84","4,315.12","4,373.94","4,373.94","6,071,370,000"
25-Feb-22,"4,298.38","4,385.34","4,286.83","4,384.65","4,384.65","5,177,060,000"
24-Feb-22,"4,155.77","4,294.73","4,114.65","4,288.70","4,288.70","6,752,130,000"
23-Feb-22,"4,324.93","4,341.51","4,221.51","4,225.50","4,225.50","4,797,430,000"
22-Feb-22,"4,332.74","4,362.12","4,267.11","4,304.76","4,304.76","5,121,900,000"
18-Feb-22,"4,384.57","4,394.60","4,327.22","4,348.87","4,348.87","4,708,060,000"
17-Feb-22,"4,456.06","4,456.06","4,373.81","4,380.26","4,380.26","4,539,420,000"
16-Feb-22,"4,455.75","4,489.55","4,429.68","4,475.01","4,475.01","4,283,640,000"
15-Feb-22,"4,429.28","4,472.77","4,429.28","4,471.07","4,471.07","4,430,830,000"
14-Feb-22,"4,412.61","4,426.22","4,364.84","4,401.67","4,401.67","4,600,390,000"
11-Feb-22,"4,506.27","4,526.33","4,401.41","4,418.64","4,418.64","5,251,500,000"
10-Feb-22,"4,553.24","4,588.92","4,484.31","4,504.08","4,504.08","5,314,860,000"
9-Feb-22,"4,547.00","4,590.03","4,547.00","4,587.18","4,587.18","4,524,350,000"
8-Feb-22,"4,480.02","4,531.32","4,465.40","4,521.54","4,521.54","4,459,620,000"
7-Feb-22,"4,505.75","4,521.86","4,471.47","4,483.87","4,483.87","4,228,480,000"
4-Feb-22,"4,482.79","4,539.66","4,451.50","4,500.53","4,500.53","4,706,290,000"
3-Feb-22,"4,535.41","4,542.88","4,470.39","4,477.44","4,477.44","4,401,970,000"
2-Feb-22,"4,566.39","4,595.31","4,544.32","4,589.38","4,589.38","4,481,580,000"
1-Feb-22,"4,519.57","4,550.49","4,483.53","4,546.54","4,546.54","4,816,830,000"
31-Jan-22,"4,431.79","4,516.89","4,414.02","4,515.55","4,515.55","5,098,610,000"
28-Jan-22,"4,336.19","4,432.72","4,292.46","4,431.85","4,431.85","5,031,090,000"
27-Jan-22,"4,380.58","4,428.74","4,309.50","4,326.51","4,326.51","5,214,200,000"
26-Jan-22,"4,408.43","4,453.23","4,304.80","4,349.93","4,349.93","5,570,640,000"
25-Jan-22,"4,366.64","4,411.01","4,287.11","4,356.45","4,356.45","5,145,050,000"
24-Jan-22,"4,356.32","4,417.35","4,222.62","4,410.13","4,410.13","6,928,110,000"
21-Jan-22,"4,471.38","4,494.52","4,395.34","4,397.94","4,397.94","5,589,100,000"
20-Jan-22,"4,547.35","4,602.11","4,477.95","4,482.73","4,482.73","4,640,870,000"
19-Jan-22,"4,588.03","4,611.55","4,530.20","4,532.76","4,532.76","4,465,740,000"
18-Jan-22,"4,632.24","4,632.24","4,568.70","4,577.11","4,577.11","4,748,700,000"
14-Jan-22,"4,637.99","4,665.13","4,614.75","4,662.85","4,662.85","4,338,490,000"
13-Jan-22,"4,733.56","4,744.13","4,650.29","4,659.03","4,659.03","4,251,730,000"
12-Jan-22,"4,728.59","4,748.83","4,706.71","4,726.35","4,726.35","4,048,220,000"
11-Jan-22,"4,669.14","4,714.13","4,638.27","4,713.07","4,713.07","4,101,590,000"
10-Jan-22,"4,655.34","4,673.02","4,582.24","4,670.29","4,670.29","4,511,810,000"
7-Jan-22,"4,697.66","4,707.95","4,662.74","4,677.03","4,677.03","4,181,510,000"
6-Jan-22,"4,693.39","4,725.01","4,671.26","4,696.05","4,696.05","4,295,280,000"
5-Jan-22,"4,787.99","4,797.70","4,699.44","4,700.58","4,700.58","4,887,960,000"
4-Jan-22,"4,804.51","4,818.62","4,774.27","4,793.54","4,793.54","4,683,170,000"
3-Jan-22,"4,778.14","4,796.64","4,758.17","4,796.56","4,796.56","3,831,020,000"
31-Dec-21,"4,775.21","4,786.83","4,765.75","4,766.18","4,766.18","2,677,820,000"
30-Dec-21,"4,794.23","4,808.93","4,775.33","4,778.73","4,778.73","3,124,950,000"
29-Dec-21,"4,788.64","4,804.06","4,778.08","4,793.06","4,793.06","2,963,310,000"
28-Dec-21,"4,795.49","4,807.02","4,780.04","4,786.35","4,786.35","2,707,920,000"
27-Dec-21,"4,733.99","4,791.49","4,733.99","4,791.19","4,791.19","2,770,290,000"
23-Dec-21,"4,703.96","4,740.74","4,703.96","4,725.79","4,725.79","2,913,040,000"
22-Dec-21,"4,650.36","4,697.67","4,645.53","4,696.56","4,696.56","3,319,610,000"
21-Dec-21,"4,594.96","4,651.14","4,583.16","4,649.23","4,649.23","4,072,430,000"
20-Dec-21,"4,587.90","4,587.90","4,531.10","4,568.02","4,568.02","4,635,700,000"
17-Dec-21,"4,652.50","4,666.70","4,600.22","4,620.64","4,620.64","7,987,090,000"
16-Dec-21,"4,719.13","4,731.99","4,651.89","4,668.67","4,668.67","4,829,500,000"
15-Dec-21,"4,636.46","4,712.60","4,611.22","4,709.85","4,709.85","4,910,130,000"
14-Dec-21,"4,642.99","4,660.47","4,606.52","4,634.09","4,634.09","4,485,430,000"
13-Dec-21,"4,710.30","4,710.30","4,667.60","4,668.97","4,668.97","4,397,230,000"
10-Dec-21,"4,687.64","4,713.57","4,670.24","4,712.02","4,712.02","3,870,110,000"
9-Dec-21,"4,691.00","4,695.26","4,665.98","4,667.45","4,667.45","3,903,840,000"
8-Dec-21,"4,690.86","4,705.06","4,674.52","4,701.21","4,701.21","4,234,600,000"
7-Dec-21,"4,631.97","4,694.04","4,631.97","4,686.75","4,686.75","4,492,400,000"
6-Dec-21,"4,548.37","4,612.60","4,540.51","4,591.67","4,591.67","4,770,800,000"
3-Dec-21,"4,589.49","4,608.03","4,495.12","4,538.43","4,538.43","5,240,070,000"
2-Dec-21,"4,504.73","4,595.46","4,504.73","4,577.10","4,577.10","5,077,180,000"
1-Dec-21,"4,602.82","4,652.94","4,510.27","4,513.04","4,513.04","5,366,730,000"
30-Nov-21,"4,640.25","4,646.02","4,560.00","4,567.00","4,567.00","6,625,990,000"
29-Nov-21,"4,628.75","4,672.95","4,625.26","4,655.27","4,655.27","4,336,410,000"
26-Nov-21,"4,664.63","4,664.63","4,585.43","4,594.62","4,594.62","3,517,700,000"
24-Nov-21,"4,675.78","4,702.87","4,659.89","4,701.46","4,701.46","3,418,430,000"
23-Nov-21,"4,678.48","4,699.39","4,652.66","4,690.70","4,690.70","4,277,590,000"
